version,route,date,qty,volume,country,lane_type
v_current,Nice-Milan,2026-04-07,1624,2436.0,France,Road
v_prior,Utrecht-Toulouse,2026-04-01,3244,4866.0,Netherlands,Air
v_current,Utrecht-Toulouse,2026-04-01,3227,4840.5,Netherlands,Air
v_prior,Utrecht-Toulouse,2026-04-02,1670,2505.0,Netherlands,Air
v_current,Utrecht-Toulouse,2026-04-02,1602,2403.0,Netherlands,Air
v_prior,Utrecht-Toulouse,2026-04-03,608,912.0,Netherlands,Air
v_current,Utrecht-Toulouse,2026-04-03,610,915.0,Netherlands,Air
v_prior,Utrecht-Toulouse,2026-04-04,1013,1519.5,Netherlands,Air
v_current,Utrecht-Toulouse,2026-04-04,1030,1545.0,Netherlands,Air
v_prior,Utrecht-Toulouse,2026-04-05,68,102.0,Netherlands,Air
v_current,Utrecht-Toulouse,2026-04-05,64,96.0,Netherlands,Air
v_prior,Utrecht-Toulouse,2026-04-06,2090,3135.0,Netherlands,Air
v_current,Utrecht-Toulouse,2026-04-06,2081,3121.5,Netherlands,Air
v_prior,Utrecht-Toulouse,2026-04-07,3075,4612.5,Netherlands,Air
v_current,Utrecht-Toulouse,2026-04-07,3164,4746.0,Netherlands,Air
v_prior,Zaragoza-Glasgow,2026-04-01,1361,2041.5,Spain,Sea
v_current,Zaragoza-Glasgow,2026-04-01,1415,2122.5,Spain,Sea
v_prior,Zaragoza-Glasgow,2026-04-02,3399,5098.5,Spain,Sea
v_current,Zaragoza-Glasgow,2026-04-02,3291,4936.5,Spain,Sea
v_prior,Zaragoza-Glasgow,2026-04-03,518,777.0,Spain,Sea
v_current,Zaragoza-Glasgow,2026-04-03,517,775.5,Spain,Sea
v_prior,Zaragoza-Glasgow,2026-04-04,438,657.0,Spain,Sea
v_current,Zaragoza-Glasgow,2026-04-04,418,627.0,Spain,Sea
v_prior,Zaragoza-Glasgow,2026-04-05,2653,3979.5,Spain,Sea
v_current,Zaragoza-Glasgow,2026-04-05,2710,4065.0,Spain,Sea
v_prior,Zaragoza-Glasgow,2026-04-06,2606,3909.0,Spain,Sea
v_current,Zaragoza-Glasgow,2026-04-06,2723,4084.5,Spain,Sea
v_prior,Zaragoza-Glasgow,2026-04-07,138,207.0,Spain,Sea
v_current,Zaragoza-Glasgow,2026-04-07,139,208.5,Spain,Sea
v_prior,Krakow-Barcelona,2026-04-01,905,1357.5,Poland,Road
v_current,Krakow-Barcelona,2026-04-01,927,1390.5,Poland,Road
v_prior,Krakow-Barcelona,2026-04-02,2429,3643.5,Poland,Road
v_current,Krakow-Barcelona,2026-04-02,2530,3795.0,Poland,Road
v_prior,Krakow-Barcelona,2026-04-03,1336,2004.0,Poland,Road
v_current,Krakow-Barcelona,2026-04-03,1290,1935.0,Poland,Road
v_prior,Krakow-Barcelona,2026-04-04,793,1189.5,Poland,Road
v_current,Krakow-Barcelona,2026-04-04,803,1204.5,Poland,Road
v_prior,Krakow-Barcelona,2026-04-05,2388,3582.0,Poland,Road
v_current,Krakow-Barcelona,2026-04-05,2497,3745.5,Poland,Road
v_prior,Krakow-Barcelona,2026-04-06,1624,2436.0,Poland,Road
v_current,Krakow-Barcelona,2026-04-06,1572,2358.0,Poland,Road
v_prior,Krakow-Barcelona,2026-04-07,1009,1513.5,Poland,Road
v_current,Krakow-Barcelona,2026-04-07,1057,1585.5,Poland,Road
v_prior,Barcelona-Lodz,2026-04-01,888,1332.0,Spain,Road
v_current,Barcelona-Lodz,2026-04-01,861,1291.5,Spain,Road
v_prior,Barcelona-Lodz,2026-04-02,1969,2953.5,Spain,Road
v_current,Barcelona-Lodz,2026-04-02,1927,2890.5,Spain,Road
v_prior,Barcelona-Lodz,2026-04-03,1009,1513.5,Spain,Road
v_current,Barcelona-Lodz,2026-04-03,977,1465.5,Spain,Road
v_prior,Barcelona-Lodz,2026-04-04,699,1048.5,Spain,Road
v_current,Barcelona-Lodz,2026-04-04,665,997.5,Spain,Road
v_prior,Barcelona-Lodz,2026-04-05,1100,1650.0,Spain,Road
v_current,Barcelona-Lodz,2026-04-05,1078,1617.0,Spain,Road
v_prior,Barcelona-Lodz,2026-04-06,72,108.0,Spain,Road
v_current,Barcelona-Lodz,2026-04-06,73,109.5,Spain,Road
v_prior,Barcelona-Lodz,2026-04-07,2952,4428.0,Spain,Road
v_current,Barcelona-Lodz,2026-04-07,3005,4507.5,Spain,Road
v_prior,Marseille-Lodz,2026-04-01,3461,5191.5,France,Road
v_current,Marseille-Lodz,2026-04-01,3596,5394.0,France,Road
v_prior,Marseille-Lodz,2026-04-02,1436,2154.0,France,Road
v_current,Marseille-Lodz,2026-04-02,1447,2170.5,France,Road
v_prior,Marseille-Lodz,2026-04-03,1027,1540.5,France,Road
v_current,Marseille-Lodz,2026-04-03,1038,1557.0,France,Road
v_prior,Marseille-Lodz,2026-04-04,2577,3865.5,France,Road
v_current,Marseille-Lodz,2026-04-04,2638,3957.0,France,Road
v_prior,Marseille-Lodz,2026-04-05,268,402.0,France,Road
v_current,Marseille-Lodz,2026-04-05,264,396.0,France,Road
v_prior,Marseille-Lodz,2026-04-06,3114,4671.0,France,Road
v_current,Marseille-Lodz,2026-04-06,3107,4660.5,France,Road
v_prior,Marseille-Lodz,2026-04-07,1207,1810.5,France,Road
v_current,Marseille-Lodz,2026-04-07,1159,1738.5,France,Road
v_prior,Poznan-The Hague,2026-04-01,1368,2052.0,Poland,Road
v_current,Poznan-The Hague,2026-04-01,1384,2076.0,Poland,Road
v_prior,Poznan-The Hague,2026-04-02,1287,1930.5,Poland,Road
v_current,Poznan-The Hague,2026-04-02,1339,2008.5,Poland,Road
v_prior,Poznan-The Hague,2026-04-03,1441,2161.5,Poland,Road
v_current,Poznan-The Hague,2026-04-03,1445,2167.5,Poland,Road
v_prior,Poznan-The Hague,2026-04-04,3399,5098.5,Poland,Road
v_current,Poznan-The Hague,2026-04-04,3541,5311.5,Poland,Road
v_prior,Poznan-The Hague,2026-04-05,2413,3619.5,Poland,Road
v_current,Poznan-The Hague,2026-04-05,2492,3738.0,Poland,Road
v_prior,Poznan-The Hague,2026-04-06,1601,2401.5,Poland,Road
v_current,Poznan-The Hague,2026-04-06,1527,2290.5,Poland,Road
v_prior,Poznan-The Hague,2026-04-07,256,384.0,Poland,Road
v_current,Poznan-The Hague,2026-04-07,262,393.0,Poland,Road
v_prior,Turin-Rotterdam,2026-04-01,1499,2248.5,Italy,Air
v_current,Turin-Rotterdam,2026-04-01,1560,2340.0,Italy,Air
v_prior,Turin-Rotterdam,2026-04-02,2521,3781.5,Italy,Air
v_current,Turin-Rotterdam,2026-04-02,2506,3759.0,Italy,Air
v_prior,Turin-Rotterdam,2026-04-03,1232,1848.0,Italy,Air
v_current,Turin-Rotterdam,2026-04-03,1260,1890.0,Italy,Air
v_prior,Turin-Rotterdam,2026-04-04,521,781.5,Italy,Air
v_current,Turin-Rotterdam,2026-04-04,517,775.5,Italy,Air
v_prior,Turin-Rotterdam,2026-04-05,80,120.0,Italy,Air
v_current,Turin-Rotterdam,2026-04-05,80,120.0,Italy,Air
v_prior,Turin-Rotterdam,2026-04-06,1641,2461.5,Italy,Air
v_current,Turin-Rotterdam,2026-04-06,1629,2443.5,Italy,Air
v_prior,Turin-Rotterdam,2026-04-07,2122,3183.0,Italy,Air
v_current,Turin-Rotterdam,2026-04-07,2128,3192.0,Italy,Air
v_prior,Birmingham-Turin,2026-04-01,833,1249.5,UK,Rail
v_current,Birmingham-Turin,2026-04-01,836,1254.0,UK,Rail
v_prior,Birmingham-Turin,2026-04-02,101,151.5,UK,Rail
v_current,Birmingham-Turin,2026-04-02,101,151.5,UK,Rail
v_prior,Birmingham-Turin,2026-04-03,1977,2965.5,UK,Rail
v_current,Birmingham-Turin,2026-04-03,1907,2860.5,UK,Rail
v_prior,Birmingham-Turin,2026-04-04,421,631.5,UK,Rail
v_current,Birmingham-Turin,2026-04-04,421,631.5,UK,Rail
v_prior,Birmingham-Turin,2026-04-05,1663,2494.5,UK,Rail
v_current,Birmingham-Turin,2026-04-05,1607,2410.5,UK,Rail
v_prior,Birmingham-Turin,2026-04-06,2989,4483.5,UK,Rail
v_current,Birmingham-Turin,2026-04-06,3033,4549.5,UK,Rail
v_prior,Birmingham-Turin,2026-04-07,1559,2338.5,UK,Rail
v_current,Birmingham-Turin,2026-04-07,1545,2317.5,UK,Rail
v_prior,Utrecht-Malaga,2026-04-01,107,160.5,Netherlands,Road
v_current,Utrecht-Malaga,2026-04-01,111,166.5,Netherlands,Road
v_prior,Utrecht-Malaga,2026-04-02,569,853.5,Netherlands,Road
v_current,Utrecht-Malaga,2026-04-02,547,820.5,Netherlands,Road
v_prior,Utrecht-Malaga,2026-04-03,2423,3634.5,Netherlands,Road
v_current,Utrecht-Malaga,2026-04-03,2425,3637.5,Netherlands,Road
v_prior,Utrecht-Malaga,2026-04-04,2017,3025.5,Netherlands,Road
v_current,Utrecht-Malaga,2026-04-04,1990,2985.0,Netherlands,Road
v_prior,Utrecht-Malaga,2026-04-05,811,1216.5,Netherlands,Road
v_current,Utrecht-Malaga,2026-04-05,771,1156.5,Netherlands,Road
v_prior,Utrecht-Malaga,2026-04-06,1613,2419.5,Netherlands,Road
v_current,Utrecht-Malaga,2026-04-06,1542,2313.0,Netherlands,Road
v_prior,Utrecht-Malaga,2026-04-07,3370,5055.0,Netherlands,Road
v_current,Utrecht-Malaga,2026-04-07,3356,5034.0,Netherlands,Road
v_prior,London-Paris,2026-04-01,1574,2361.0,UK,Road
v_current,London-Paris,2026-04-01,1566,2349.0,UK,Road
v_prior,London-Paris,2026-04-02,3408,5112.0,UK,Road
v_current,London-Paris,2026-04-02,3527,5290.5,UK,Road
v_prior,London-Paris,2026-04-03,368,552.0,UK,Road
v_current,London-Paris,2026-04-03,380,570.0,UK,Road
v_prior,London-Paris,2026-04-04,1381,2071.5,UK,Road
v_current,London-Paris,2026-04-04,1383,2074.5,UK,Road
v_prior,London-Paris,2026-04-05,833,1249.5,UK,Road
v_current,London-Paris,2026-04-05,865,1297.5,UK,Road
v_prior,London-Paris,2026-04-06,3094,4641.0,UK,Road
v_current,London-Paris,2026-04-06,3165,4747.5,UK,Road
v_prior,London-Paris,2026-04-07,1553,2329.5,UK,Road
v_current,London-Paris,2026-04-07,1489,2233.5,UK,Road
v_prior,Birmingham-Berlin,2026-04-01,2899,4348.5,UK,Road
v_current,Birmingham-Berlin,2026-04-01,3042,4563.0,UK,Road
v_prior,Birmingham-Berlin,2026-04-02,1510,2265.0,UK,Road
v_current,Birmingham-Berlin,2026-04-02,1497,2245.5,UK,Road
v_prior,Birmingham-Berlin,2026-04-03,839,1258.5,UK,Road
v_current,Birmingham-Berlin,2026-04-03,852,1278.0,UK,Road
v_prior,Birmingham-Berlin,2026-04-04,2440,3660.0,UK,Road
v_current,Birmingham-Berlin,2026-04-04,2392,3588.0,UK,Road
v_prior,Birmingham-Berlin,2026-04-05,142,213.0,UK,Road
v_current,Birmingham-Berlin,2026-04-05,135,202.5,UK,Road
v_prior,Birmingham-Berlin,2026-04-06,2567,3850.5,UK,Road
v_current,Birmingham-Berlin,2026-04-06,2472,3708.0,UK,Road
v_prior,Birmingham-Berlin,2026-04-07,3314,4971.0,UK,Road
v_current,Birmingham-Berlin,2026-04-07,3388,5082.0,UK,Road
v_prior,Zaragoza-Nantes,2026-04-01,2871,4306.5,Spain,Road
v_current,Zaragoza-Nantes,2026-04-01,2937,4405.5,Spain,Road
v_prior,Zaragoza-Nantes,2026-04-02,2694,4041.0,Spain,Road
v_current,Zaragoza-Nantes,2026-04-02,2680,4020.0,Spain,Road
v_prior,Zaragoza-Nantes,2026-04-03,1528,2292.0,Spain,Road
v_current,Zaragoza-Nantes,2026-04-03,1451,2176.5,Spain,Road
v_prior,Zaragoza-Nantes,2026-04-04,2999,4498.5,Spain,Road
v_current,Zaragoza-Nantes,2026-04-04,3079,4618.5,Spain,Road
v_prior,Zaragoza-Nantes,2026-04-05,1422,2133.0,Spain,Road
v_current,Zaragoza-Nantes,2026-04-05,1421,2131.5,Spain,Road
v_prior,Zaragoza-Nantes,2026-04-06,1365,2047.5,Spain,Road
v_current,Zaragoza-Nantes,2026-04-06,1352,2028.0,Spain,Road
v_prior,Zaragoza-Nantes,2026-04-07,1983,2974.5,Spain,Road
v_current,Zaragoza-Nantes,2026-04-07,2007,3010.5,Spain,Road
v_prior,Marseille-Madrid,2026-04-01,1619,2428.5,France,Road
v_current,Marseille-Madrid,2026-04-01,1651,2476.5,France,Road
v_prior,Marseille-Madrid,2026-04-02,2574,3861.0,France,Road
v_current,Marseille-Madrid,2026-04-02,2475,3712.5,France,Road
v_prior,Marseille-Madrid,2026-04-03,1096,1644.0,France,Road
v_current,Marseille-Madrid,2026-04-03,1109,1663.5,France,Road
v_prior,Marseille-Madrid,2026-04-04,1112,1668.0,France,Road
v_current,Marseille-Madrid,2026-04-04,1161,1741.5,France,Road
v_prior,Marseille-Madrid,2026-04-05,2629,3943.5,France,Road
v_current,Marseille-Madrid,2026-04-05,2750,4125.0,France,Road
v_prior,Marseille-Madrid,2026-04-06,3050,4575.0,France,Road
v_current,Marseille-Madrid,2026-04-06,3131,4696.5,France,Road
v_prior,Marseille-Madrid,2026-04-07,3173,4759.5,France,Road
v_current,Marseille-Madrid,2026-04-07,3144,4716.0,France,Road
v_prior,Berlin-The Hague,2026-04-01,2872,4308.0,Germany,Air
v_current,Berlin-The Hague,2026-04-01,2962,4443.0,Germany,Air
v_prior,Berlin-The Hague,2026-04-02,2110,3165.0,Germany,Air
v_current,Berlin-The Hague,2026-04-02,2005,3007.5,Germany,Air
v_prior,Berlin-The Hague,2026-04-03,1045,1567.5,Germany,Air
v_current,Berlin-The Hague,2026-04-03,1080,1620.0,Germany,Air
v_prior,Berlin-The Hague,2026-04-04,1684,2526.0,Germany,Air
v_current,Berlin-The Hague,2026-04-04,1646,2469.0,Germany,Air
v_prior,Berlin-The Hague,2026-04-05,1068,1602.0,Germany,Air
v_current,Berlin-The Hague,2026-04-05,1026,1539.0,Germany,Air
v_prior,Berlin-The Hague,2026-04-06,1296,1944.0,Germany,Air
v_current,Berlin-The Hague,2026-04-06,1251,1876.5,Germany,Air
v_prior,Berlin-The Hague,2026-04-07,981,1471.5,Germany,Air
v_current,Berlin-The Hague,2026-04-07,975,1462.5,Germany,Air
v_prior,Krakow-Genoa,2026-04-01,1254,1881.0,Poland,Road
v_current,Krakow-Genoa,2026-04-01,1191,1786.5,Poland,Road
v_prior,Krakow-Genoa,2026-04-02,1132,1698.0,Poland,Road
v_current,Krakow-Genoa,2026-04-02,1183,1774.5,Poland,Road
v_prior,Krakow-Genoa,2026-04-03,2823,4234.5,Poland,Road
v_current,Krakow-Genoa,2026-04-03,2945,4417.5,Poland,Road
v_prior,Krakow-Genoa,2026-04-04,2950,4425.0,Poland,Road
v_current,Krakow-Genoa,2026-04-04,2990,4485.0,Poland,Road
v_prior,Krakow-Genoa,2026-04-05,1501,2251.5,Poland,Road
v_current,Krakow-Genoa,2026-04-05,1496,2244.0,Poland,Road
v_prior,Krakow-Genoa,2026-04-06,1222,1833.0,Poland,Road
v_current,Krakow-Genoa,2026-04-06,1266,1899.0,Poland,Road
v_prior,Krakow-Genoa,2026-04-07,162,243.0,Poland,Road
v_current,Krakow-Genoa,2026-04-07,153,229.5,Poland,Road
v_prior,Barcelona-Birmingham,2026-04-01,401,601.5,Spain,Air
v_current,Barcelona-Birmingham,2026-04-01,407,610.5,Spain,Air
v_prior,Barcelona-Birmingham,2026-04-02,3053,4579.5,Spain,Air
v_current,Barcelona-Birmingham,2026-04-02,2988,4482.0,Spain,Air
v_prior,Barcelona-Birmingham,2026-04-03,2110,3165.0,Spain,Air
v_current,Barcelona-Birmingham,2026-04-03,2138,3207.0,Spain,Air
v_prior,Barcelona-Birmingham,2026-04-04,2639,3958.5,Spain,Air
v_current,Barcelona-Birmingham,2026-04-04,2522,3783.0,Spain,Air
v_prior,Barcelona-Birmingham,2026-04-05,2013,3019.5,Spain,Air
v_current,Barcelona-Birmingham,2026-04-05,2073,3109.5,Spain,Air
v_prior,Barcelona-Birmingham,2026-04-06,1593,2389.5,Spain,Air
v_current,Barcelona-Birmingham,2026-04-06,1654,2481.0,Spain,Air
v_prior,Barcelona-Birmingham,2026-04-07,1362,2043.0,Spain,Air
v_current,Barcelona-Birmingham,2026-04-07,1378,2067.0,Spain,Air
v_prior,Munich-Madrid,2026-04-01,1325,1987.5,Germany,Sea
v_current,Munich-Madrid,2026-04-01,1305,1957.5,Germany,Sea
v_prior,Munich-Madrid,2026-04-02,2576,3864.0,Germany,Sea
v_current,Munich-Madrid,2026-04-02,2513,3769.5,Germany,Sea
v_prior,Munich-Madrid,2026-04-03,2768,4152.0,Germany,Sea
v_current,Munich-Madrid,2026-04-03,2663,3994.5,Germany,Sea
v_prior,Munich-Madrid,2026-04-04,2782,4173.0,Germany,Sea
v_current,Munich-Madrid,2026-04-04,2676,4014.0,Germany,Sea
v_prior,Munich-Madrid,2026-04-05,2710,4065.0,Germany,Sea
v_current,Munich-Madrid,2026-04-05,2663,3994.5,Germany,Sea
v_prior,Munich-Madrid,2026-04-06,372,558.0,Germany,Sea
v_current,Munich-Madrid,2026-04-06,365,547.5,Germany,Sea
v_prior,Munich-Madrid,2026-04-07,3109,4663.5,Germany,Sea
v_current,Munich-Madrid,2026-04-07,3015,4522.5,Germany,Sea
v_prior,Berlin-Zaragoza,2026-04-01,3126,4689.0,Germany,Road
v_current,Berlin-Zaragoza,2026-04-01,2992,4488.0,Germany,Road
v_prior,Berlin-Zaragoza,2026-04-02,1347,2020.5,Germany,Road
v_current,Berlin-Zaragoza,2026-04-02,1404,2106.0,Germany,Road
v_prior,Berlin-Zaragoza,2026-04-03,3165,4747.5,Germany,Road
v_current,Berlin-Zaragoza,2026-04-03,3312,4968.0,Germany,Road
v_prior,Berlin-Zaragoza,2026-04-04,2877,4315.5,Germany,Road
v_current,Berlin-Zaragoza,2026-04-04,2754,4131.0,Germany,Road
v_prior,Berlin-Zaragoza,2026-04-05,694,1041.0,Germany,Road
v_current,Berlin-Zaragoza,2026-04-05,699,1048.5,Germany,Road
v_prior,Berlin-Zaragoza,2026-04-06,3115,4672.5,Germany,Road
v_current,Berlin-Zaragoza,2026-04-06,3086,4629.0,Germany,Road
v_prior,Berlin-Zaragoza,2026-04-07,155,232.5,Germany,Road
v_current,Berlin-Zaragoza,2026-04-07,149,223.5,Germany,Road
v_prior,Turin-Barcelona,2026-04-01,1520,2280.0,Italy,Road
v_current,Turin-Barcelona,2026-04-01,1552,2328.0,Italy,Road
v_prior,Turin-Barcelona,2026-04-02,3354,5031.0,Italy,Road
v_current,Turin-Barcelona,2026-04-02,3488,5232.0,Italy,Road
v_prior,Turin-Barcelona,2026-04-03,814,1221.0,Italy,Road
v_current,Turin-Barcelona,2026-04-03,833,1249.5,Italy,Road
v_prior,Turin-Barcelona,2026-04-04,1817,2725.5,Italy,Road
v_current,Turin-Barcelona,2026-04-04,1783,2674.5,Italy,Road
v_prior,Turin-Barcelona,2026-04-05,1513,2269.5,Italy,Road
v_current,Turin-Barcelona,2026-04-05,1488,2232.0,Italy,Road
v_prior,Turin-Barcelona,2026-04-06,1863,2794.5,Italy,Road
v_current,Turin-Barcelona,2026-04-06,1948,2922.0,Italy,Road
v_prior,Turin-Barcelona,2026-04-07,2998,4497.0,Italy,Road
v_current,Turin-Barcelona,2026-04-07,2966,4449.0,Italy,Road
v_prior,Utrecht-Amsterdam,2026-04-01,681,1021.5,Netherlands,Road
v_current,Utrecht-Amsterdam,2026-04-01,687,1030.5,Netherlands,Road
v_prior,Utrecht-Amsterdam,2026-04-02,2084,3126.0,Netherlands,Road
v_current,Utrecht-Amsterdam,2026-04-02,2131,3196.5,Netherlands,Road
v_prior,Utrecht-Amsterdam,2026-04-03,891,1336.5,Netherlands,Road
v_current,Utrecht-Amsterdam,2026-04-03,846,1269.0,Netherlands,Road
v_prior,Utrecht-Amsterdam,2026-04-04,630,945.0,Netherlands,Road
v_current,Utrecht-Amsterdam,2026-04-04,636,954.0,Netherlands,Road
v_prior,Utrecht-Amsterdam,2026-04-05,2712,4068.0,Netherlands,Road
v_current,Utrecht-Amsterdam,2026-04-05,2782,4173.0,Netherlands,Road
v_prior,Utrecht-Amsterdam,2026-04-06,2132,3198.0,Netherlands,Road
v_current,Utrecht-Amsterdam,2026-04-06,2181,3271.5,Netherlands,Road
v_prior,Utrecht-Amsterdam,2026-04-07,1222,1833.0,Netherlands,Road
v_current,Utrecht-Amsterdam,2026-04-07,1250,1875.0,Netherlands,Road
v_prior,Paris-Eindhoven,2026-04-01,115,172.5,France,Rail
v_current,Paris-Eindhoven,2026-04-01,120,180.0,France,Rail
v_prior,Paris-Eindhoven,2026-04-02,1262,1893.0,France,Rail
v_current,Paris-Eindhoven,2026-04-02,1224,1836.0,France,Rail
v_prior,Paris-Eindhoven,2026-04-03,1563,2344.5,France,Rail
v_current,Paris-Eindhoven,2026-04-03,1488,2232.0,France,Rail
v_prior,Paris-Eindhoven,2026-04-04,957,1435.5,France,Rail
v_current,Paris-Eindhoven,2026-04-04,938,1407.0,France,Rail
v_prior,Paris-Eindhoven,2026-04-05,3478,5217.0,France,Rail
v_current,Paris-Eindhoven,2026-04-05,3559,5338.5,France,Rail
v_prior,Paris-Eindhoven,2026-04-06,2495,3742.5,France,Rail
v_current,Paris-Eindhoven,2026-04-06,2569,3853.5,France,Rail
v_prior,Paris-Eindhoven,2026-04-07,3287,4930.5,France,Rail
v_current,Paris-Eindhoven,2026-04-07,3187,4780.5,France,Rail
v_prior,Munich-Hamburg,2026-04-01,366,549.0,Germany,Road
v_current,Munich-Hamburg,2026-04-01,347,520.5,Germany,Road
v_prior,Munich-Hamburg,2026-04-02,1420,2130.0,Germany,Road
v_current,Munich-Hamburg,2026-04-02,1394,2091.0,Germany,Road
v_prior,Munich-Hamburg,2026-04-03,2136,3204.0,Germany,Road
v_current,Munich-Hamburg,2026-04-03,2183,3274.5,Germany,Road
v_prior,Munich-Hamburg,2026-04-04,1458,2187.0,Germany,Road
v_current,Munich-Hamburg,2026-04-04,1489,2233.5,Germany,Road
v_prior,Munich-Hamburg,2026-04-05,2292,3438.0,Germany,Road
v_current,Munich-Hamburg,2026-04-05,2206,3309.0,Germany,Road
v_prior,Munich-Hamburg,2026-04-06,3456,5184.0,Germany,Road
v_current,Munich-Hamburg,2026-04-06,3569,5353.5,Germany,Road
v_prior,Munich-Hamburg,2026-04-07,2148,3222.0,Germany,Road
v_current,Munich-Hamburg,2026-04-07,2199,3298.5,Germany,Road
v_prior,London-Utrecht,2026-04-01,943,1414.5,UK,Sea
v_current,London-Utrecht,2026-04-01,915,1372.5,UK,Sea
v_prior,London-Utrecht,2026-04-02,2305,3457.5,UK,Sea
v_current,London-Utrecht,2026-04-02,2228,3342.0,UK,Sea
v_prior,London-Utrecht,2026-04-03,1157,1735.5,UK,Sea
v_current,London-Utrecht,2026-04-03,1162,1743.0,UK,Sea
v_prior,London-Utrecht,2026-04-04,626,939.0,UK,Sea
v_current,London-Utrecht,2026-04-04,645,967.5,UK,Sea
v_prior,London-Utrecht,2026-04-05,106,159.0,UK,Sea
v_current,London-Utrecht,2026-04-05,109,163.5,UK,Sea
v_prior,London-Utrecht,2026-04-06,188,282.0,UK,Sea
v_current,London-Utrecht,2026-04-06,181,271.5,UK,Sea
v_prior,London-Utrecht,2026-04-07,1665,2497.5,UK,Sea
v_current,London-Utrecht,2026-04-07,1737,2605.5,UK,Sea
v_prior,Seville-Berlin,2026-04-01,2756,4134.0,Spain,Road
v_current,Seville-Berlin,2026-04-01,2711,4066.5,Spain,Road
v_prior,Seville-Berlin,2026-04-02,70,105.0,Spain,Road
v_current,Seville-Berlin,2026-04-02,73,109.5,Spain,Road
v_prior,Seville-Berlin,2026-04-03,91,136.5,Spain,Road
v_current,Seville-Berlin,2026-04-03,89,133.5,Spain,Road
v_prior,Seville-Berlin,2026-04-04,3139,4708.5,Spain,Road
v_current,Seville-Berlin,2026-04-04,3247,4870.5,Spain,Road
v_prior,Seville-Berlin,2026-04-05,1689,2533.5,Spain,Road
v_current,Seville-Berlin,2026-04-05,1731,2596.5,Spain,Road
v_prior,Seville-Berlin,2026-04-06,1531,2296.5,Spain,Road
v_current,Seville-Berlin,2026-04-06,1584,2376.0,Spain,Road
v_prior,Seville-Berlin,2026-04-07,2366,3549.0,Spain,Road
v_current,Seville-Berlin,2026-04-07,2325,3487.5,Spain,Road
v_prior,Frankfurt-Poznan,2026-04-01,765,1147.5,Germany,Rail
v_current,Frankfurt-Poznan,2026-04-01,1129,1693.5,Germany,Rail
v_prior,Frankfurt-Poznan,2026-04-02,252,378.0,Germany,Rail
v_current,Frankfurt-Poznan,2026-04-02,361,541.5,Germany,Rail
v_prior,Frankfurt-Poznan,2026-04-03,201,301.5,Germany,Rail
v_current,Frankfurt-Poznan,2026-04-03,296,444.0,Germany,Rail
v_prior,Frankfurt-Poznan,2026-04-04,3379,5068.5,Germany,Rail
v_current,Frankfurt-Poznan,2026-04-04,4787,7180.5,Germany,Rail
v_prior,Frankfurt-Poznan,2026-04-05,618,927.0,Germany,Rail
v_current,Frankfurt-Poznan,2026-04-05,870,1305.0,Germany,Rail
v_prior,Frankfurt-Poznan,2026-04-06,590,885.0,Germany,Rail
v_current,Frankfurt-Poznan,2026-04-06,857,1285.5,Germany,Rail
v_prior,Frankfurt-Poznan,2026-04-07,1394,2091.0,Germany,Rail
v_current,Frankfurt-Poznan,2026-04-07,2021,3031.5,Germany,Rail
v_prior,Seville-Bristol,2026-04-01,2642,3963.0,Spain,Road
v_current,Seville-Bristol,2026-04-01,2590,3885.0,Spain,Road
v_prior,Seville-Bristol,2026-04-02,2950,4425.0,Spain,Road
v_current,Seville-Bristol,2026-04-02,2857,4285.5,Spain,Road
v_prior,Seville-Bristol,2026-04-03,952,1428.0,Spain,Road
v_current,Seville-Bristol,2026-04-03,992,1488.0,Spain,Road
v_prior,Seville-Bristol,2026-04-04,169,253.5,Spain,Road
v_current,Seville-Bristol,2026-04-04,170,255.0,Spain,Road
v_prior,Seville-Bristol,2026-04-05,2157,3235.5,Spain,Road
v_current,Seville-Bristol,2026-04-05,2061,3091.5,Spain,Road
v_prior,Seville-Bristol,2026-04-06,607,910.5,Spain,Road
v_current,Seville-Bristol,2026-04-06,632,948.0,Spain,Road
v_prior,Seville-Bristol,2026-04-07,593,889.5,Spain,Road
v_current,Seville-Bristol,2026-04-07,568,852.0,Spain,Road
v_prior,Cologne-Lodz,2026-04-01,2605,3907.5,Germany,Road
v_current,Cologne-Lodz,2026-04-01,2591,3886.5,Germany,Road
v_prior,Cologne-Lodz,2026-04-02,3450,5175.0,Germany,Road
v_current,Cologne-Lodz,2026-04-02,3347,5020.5,Germany,Road
v_prior,Cologne-Lodz,2026-04-03,2772,4158.0,Germany,Road
v_current,Cologne-Lodz,2026-04-03,2660,3990.0,Germany,Road
v_prior,Cologne-Lodz,2026-04-04,1788,2682.0,Germany,Road
v_current,Cologne-Lodz,2026-04-04,1806,2709.0,Germany,Road
v_prior,Cologne-Lodz,2026-04-05,3032,4548.0,Germany,Road
v_current,Cologne-Lodz,2026-04-05,2936,4404.0,Germany,Road
v_prior,Cologne-Lodz,2026-04-06,1518,2277.0,Germany,Road
v_current,Cologne-Lodz,2026-04-06,1556,2334.0,Germany,Road
v_prior,Cologne-Lodz,2026-04-07,700,1050.0,Germany,Road
v_current,Cologne-Lodz,2026-04-07,726,1089.0,Germany,Road
v_prior,Lyon-Manchester,2026-04-01,3378,5067.0,France,Air
v_current,Lyon-Manchester,2026-04-01,3250,4875.0,France,Air
v_prior,Lyon-Manchester,2026-04-02,833,1249.5,France,Air
